"","verbatimIdentification","scientificName","ScientificName2010","ScientificName2018","BirdTree","tip.label"
"1","Sylvia borin","Sylvia borin","Sylvia borin","Sylvia borin","Sylvia borin","Sylvia_borin"
"2","Columba oenas","Columba oenas","Columba oenas","Columba oenas","Columba oenas","Columba_oenas"
"3","Lullula arborea","Lullula arborea","Lullula arborea","Lullula arborea","Lullula arborea","Lullula_arborea"
"4","Haliaeetus albicilla","Haliaeetus albicilla","Haliaeetus albicilla","Haliaeetus albicilla","Haliaeetus albicilla","Haliaeetus_albicilla"
"5","Ficedula parva","Ficedula parva","Ficedula parva","Ficedula parva","Ficedula parva","Ficedula_parva"
"6","Sitta europaea","Sitta europaea","Sitta europaea","Sitta europaea","Sitta europaea","Sitta_europaea"
"7","Sitta europaea","Sitta europaea","Sitta europaea","Sitta europaea","Sitta europaea","Sitta_europaea"
"8","Fulica atra","Fulica atra","Fulica atra","Fulica atra","Fulica atra","Fulica_atra"
"9","Podiceps cristatus","Podiceps cristatus","Podiceps cristatus","Podiceps cristatus","Podiceps cristatus","Podiceps_cristatus"
"10","Saxicola rubetra","Saxicola rubetra","Saxicola rubetra","Saxicola rubetra","Saxicola rubetra","Saxicola_rubetra"
"11","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus_glandarius"
"12","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus_glandarius"
"13","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus glandarius","Garrulus_glandarius"
"14","Emberiza schoeniclus","Emberiza schoeniclus","Emberiza schoeniclus","Emberiza schoeniclus","Emberiza schoeniclus","Emberiza_schoeniclus"
"15","Turdus pilaris","Turdus pilaris","Turdus pilaris","Turdus pilaris","Turdus pilaris","Turdus_pilaris"
"16","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Cinclus_cinclus"
"17","Columba livia f.domestica","Columba livia","Columba livia","Columba livia","Columba livia","Columba_livia"
"18","Columba livia f. domestica","Columba livia","Columba livia","Columba livia","Columba livia","Columba_livia"
"19","Columba livia","Columba livia","Columba livia","Columba livia","Columba livia","Columba_livia"
"20","Motacilla cinerea","Motacilla cinerea","Motacilla cinerea","Motacilla cinerea","Motacilla cinerea","Motacilla_cinerea"
"21","Corvus corax","Corvus corax","Corvus corax","Corvus corax","Corvus corax","Corvus_corax"
"22","Alauda arvensis","Alauda arvensis","Alauda arvensis","Alauda arvensis","Alauda arvensis","Alauda_arvensis"
"23","Alauda arvensis","Alauda arvensis","Alauda arvensis","Alauda arvensis","Alauda japonica","Alauda_japonica"
"24","Dendrocopos minor","Dryobates minor","Dendrocopos minor","Dryobates minor","Dendrocopos minor","Dendrocopos_minor"
"25","Dryobates minor","Dryobates minor","Dendrocopos minor","Dryobates minor","Dendrocopos minor","Dendrocopos_minor"
"26","Ficedula albicollis","Ficedula albicollis","Ficedula albicollis","Ficedula albicollis","Ficedula albicollis","Ficedula_albicollis"
"27","Muscicapa striata","Muscicapa striata","Muscicapa striata","Muscicapa striata","Muscicapa striata","Muscicapa_striata"
"28","Locustella fluviatilis","Locustella fluviatilis","Locustella fluviatilis","Locustella fluviatilis","Locustella fluviatilis","Locustella_fluviatilis"
"29","Charadrius dubius","Charadrius dubius","Charadrius dubius","Charadrius dubius","Charadrius dubius","Charadrius_dubius"
"30","Accipiter gentilis","Accipiter gentilis","Accipiter gentilis","Accipiter gentilis","Accipiter gentilis","Accipiter_gentilis"
"31","Buteo buteo","Buteo buteo","Buteo buteo","Buteo buteo","Buteo buteo","Buteo_buteo"
"32","Buteo buteo","Buteo buteo","Buteo buteo","Buteo buteo","Buteo buteo","Buteo_buteo"
"33","Buteo buteo","Buteo buteo","Buteo buteo","Buteo buteo","Buteo buteo","Buteo_buteo"
"34","Bubo bubo","Bubo bubo","Bubo bubo","Bubo bubo","Bubo bubo","Bubo_bubo"
"35","Turdus philomelos","Turdus philomelos","Turdus philomelos","Turdus philomelos","Turdus philomelos","Turdus_philomelos"
"36","Motacilla alba","Motacilla alba","Motacilla alba","Motacilla alba","Motacilla alba","Motacilla_alba"
"37","Acrocephalus palustris","Acrocephalus palustris","Acrocephalus palustris","Acrocephalus palustris","Acrocephalus palustris","Acrocephalus_palustris"
"38","Columba palumbus","Columba palumbus","Columba palumbus","Columba palumbus","Columba palumbus","Columba_palumbus"
"39","Cygnus olor","Cygnus olor","Cygnus olor","Cygnus olor","Cygnus olor","Cygnus_olor"
"40","Anthus pratensis","Anthus pratensis","Anthus pratensis","Anthus pratensis","Anthus pratensis","Anthus_pratensis"
"41","Sylvia communis","Curruca communis","Sylvia communis","Sylvia communis","Sylvia communis","Sylvia_communis"
"42","Picus viridis","Picus viridis","Picus viridis","Picus viridis","Picus viridis","Picus_viridis"
"43","Aegolius funereus","Aegolius funereus","Aegolius funereus","Aegolius funereus","Aegolius funereus","Aegolius_funereus"
"44","Fringilla coelebs","Fringilla coelebs","Fringilla coelebs","Fringilla coelebs","Fringilla coelebs","Fringilla_coelebs"
"45","Turdus merula","Turdus merula","Turdus merula","Turdus merula","Turdus merula","Turdus_merula"
"46","Turdus merula","Turdus merula","Turdus merula","Turdus merula","Turdus merula","Turdus_merula"
"47","Turdus merula","Turdus merula","Turdus merula","Turdus merula","Turdus merula","Turdus_merula"
"48","Turdus merula","Turdus merula","Turdus merula","Turdus merula","Turdus merula","Turdus_merula"
"49","Sylvia curruca","Curruca curruca","Sylvia curruca","Sylvia curruca","Sylvia althaea","Sylvia_althaea"
"50","Sylvia curruca","Curruca curruca","Sylvia curruca","Sylvia curruca","Sylvia curruca","Sylvia_curruca"
"51","Sylvia curruca","Curruca curruca","Sylvia curruca","Sylvia curruca","Sylvia minula","Sylvia_minula"
"52","Sturnus vulgaris","Sturnus vulgaris","Sturnus vulgaris","Sturnus vulgaris","Sturnus vulgaris","Sturnus_vulgaris"
"53","Carduelis spinus","Spinus spinus","Carduelis spinus","Spinus spinus","Carduelis spinus","Carduelis_spinus"
"54","Spinus spinus","Spinus spinus","Carduelis spinus","Spinus spinus","Carduelis spinus","Carduelis_spinus"
"55","Phylloscopus trochilus","Phylloscopus trochilus","Phylloscopus trochilus","Phylloscopus trochilus","Phylloscopus trochilus","Phylloscopus_trochilus"
"56","Strix aluco","Strix aluco","Strix aluco","Strix aluco","Strix aluco","Strix_aluco"
"57","Strix aluco","Strix aluco","Strix aluco","Strix aluco","Strix aluco","Strix_aluco"
"58","Aythya ferina","Aythya ferina","Aythya ferina","Aythya ferina","Aythya ferina","Aythya_ferina"
"59","Corvus corone corone","Corvus corone","Corvus corone","Corvus corone","Corvus corone","Corvus_corone"
"60","Corvus corone cornix","Corvus corone","Corvus corone","Corvus corone","Corvus corone","Corvus_corone"
"61","Corvus corone","Corvus corone","Corvus corone","Corvus corone","Corvus corone","Corvus_corone"
"62","Phoenicurus phoenicurus","Phoenicurus phoenicurus","Phoenicurus phoenicurus","Phoenicurus phoenicurus","Phoenicurus phoenicurus","Phoenicurus_phoenicurus"
"63","Ciconia nigra","Ciconia nigra","Ciconia nigra","Ciconia nigra","Ciconia nigra","Ciconia_nigra"
"64","Phoenicurus ochruros","Phoenicurus ochruros","Phoenicurus ochruros","Phoenicurus ochruros","Phoenicurus ochruros","Phoenicurus_ochruros"
"65","Loxia curvirostra","Loxia curvirostra","Loxia curvirostra","Loxia curvirostra","Loxia curvirostra","Loxia_curvirostra"
"66","Larus ridibundus","Larus ridibundus","Larus ridibundus","Larus ridibundus","Larus ridibundus","Larus_ridibundus"
"67","Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea cinerea","Ardea_cinerea"
"68","Corvus monedula","Corvus monedula","Corvus monedula","Corvus monedula","Corvus monedula","Corvus_monedula"
"69","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis_carduelis"
"70","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis_carduelis"
"71","Passer montanus","Passer montanus","Passer montanus","Passer montanus","Passer montanus","Passer_montanus"
"72","Certhia brachydactyla","Certhia brachydactyla","Certhia brachydactyla","Certhia brachydactyla","Certhia brachydactyla","Certhia_brachydactyla"
"73","Accipiter nisus","Accipiter nisus","Accipiter nisus","Accipiter nisus","Accipiter nisus","Accipiter_nisus"
"74","Phylloscopus sibilatrix","Phylloscopus sibilatrix","Phylloscopus sibilatrix","Phylloscopus sibilatrix","Phylloscopus sibilatrix","Phylloscopus_sibilatrix"
"75","Regulus regulus","Regulus regulus","Regulus regulus","Regulus regulus","Regulus regulus","Regulus_regulus"
"76","Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","Falco_tinnunculus"
"77","Coturnix coturnix","Coturnix coturnix","Coturnix coturnix","Coturnix coturnix","Coturnix coturnix","Coturnix_coturnix"
"78","Parus cristatus","Lophophanes cristatus","Parus cristatus","Lophophanes cristatus","Parus cristatus","Parus_cristatus"
"79","Lophophanes cristatus","Lophophanes cristatus","Parus cristatus","Lophophanes cristatus","Parus cristatus","Parus_cristatus"
"80","Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos_major"
"81","Athene noctua","Athene noctua","Athene noctua","Athene noctua","Athene noctua","Athene_noctua"
"82","Parus montanus","Poecile montanus","Parus montanus","Poecile montanus","Parus montanus","Parus_montanus"
"83","Poecile montanus","Poecile montanus","Parus montanus","Poecile montanus","Parus montanus","Parus_montanus"
"84","Lanius collurio","Lanius collurio","Lanius collurio","Lanius collurio","Lanius collurio","Lanius_collurio"
"85","Parus major","Parus major","Parus major","Parus major","Parus major","Parus_major"
"86","Parus minor","Parus major","Parus major","Parus major","Parus major","Parus_major"
"87","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus_aquaticus"
"88","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus aquaticus","Rallus_aquaticus"
"89","Prunella modularis","Prunella modularis","Prunella modularis","Prunella modularis","Prunella modularis","Prunella_modularis"
"90","Cuculus canorus","Cuculus canorus","Cuculus canorus","Cuculus canorus","Cuculus canorus","Cuculus_canorus"
"91","Hirundo rustica","Hirundo rustica","Hirundo rustica","Hirundo rustica","Hirundo rustica","Hirundo_rustica"
"92","Aegithalos caudatus","Aegithalos caudatus","Aegithalos caudatus","Aegithalos caudatus","Aegithalos caudatus","Aegithalos_caudatus"
"93","Aegithalos caudatus","Aegithalos caudatus","Aegithalos caudatus","Aegithalos caudatus","Aegithalos caudatus","Aegithalos_caudatus"
"94","Glaucidium passerinum","Glaucidium passerinum","Glaucidium passerinum","Glaucidium passerinum","Glaucidium passerinum","Glaucidium_passerinum"
"95","Sylvia atricapilla","Sylvia atricapilla","Sylvia atricapilla","Sylvia atricapilla","Sylvia atricapilla","Sylvia_atricapilla"
"96","Aythya fuligula","Aythya fuligula","Aythya fuligula","Aythya fuligula","Aythya fuligula","Aythya_fuligula"
"97","Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus_erythrinus"
"98","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus baeticatus","Acrocephalus_baeticatus"
"99","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus scirpaceus","Acrocephalus_scirpaceus"
"100","Parus ater","Periparus ater","Parus ater","Periparus ater","Parus ater","Parus_ater"
"101","Periparus ater","Periparus ater","Parus ater","Periparus ater","Parus ater","Parus_ater"
"102","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus","Circus_aeruginosus"
"103","Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Gallinula_chloropus"
"104","Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Gallinula chloropus","Gallinula_chloropus"
"105","Streptopelia turtur","Streptopelia turtur","Streptopelia turtur","Streptopelia turtur","Streptopelia turtur","Streptopelia_turtur"
"106","Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Anas platyrhynchos","Anas_platyrhynchos"
"107","Carduelis chloris","Chloris chloris","Carduelis chloris","Chloris chloris","Carduelis chloris","Carduelis_chloris"
"108","Anthus trivialis","Anthus trivialis","Anthus trivialis","Anthus trivialis","Anthus trivialis","Anthus_trivialis"
"109","Serinus serinus","Serinus serinus","Serinus serinus","Serinus serinus","Serinus serinus","Serinus_serinus"
"110","Asio otus","Asio otus","Asio otus","Asio otus","Asio otus","Asio_otus"
"111","Milvus milvus","Milvus milvus","Milvus milvus","Milvus milvus","Milvus milvus","Milvus_milvus"
"112","Erithacus rubecula","Erithacus rubecula","Erithacus rubecula","Erithacus rubecula","Erithacus rubecula","Erithacus_rubecula"
"113","Passer domesticus","Passer domesticus","Passer domesticus","Passer domesticus","Passer domesticus","Passer_domesticus"
"114","Passer domesticus","Passer domesticus","Passer domesticus","Passer domesticus","Passer domesticus","Passer_domesticus"
"115","Gallinago gallinago","Gallinago gallinago","Gallinago gallinago","Gallinago gallinago","Gallinago gallinago","Gallinago_gallinago"
"116","Gallinago gallinago","Gallinago gallinago","Gallinago gallinago","Gallinago gallinago","Gallinago gallinago","Gallinago_gallinago"
"117","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes_troglodytes"
"118","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes_troglodytes"
"119","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes_troglodytes"
"120","Ciconia ciconia","Ciconia ciconia","Ciconia ciconia","Ciconia ciconia","Ciconia ciconia","Ciconia_ciconia"
"121","Tachybaptus ruficollis","Tachybaptus ruficollis","Tachybaptus ruficollis","Tachybaptus ruficollis","Tachybaptus ruficollis","Tachybaptus_ruficollis"
"122","Ficedula hypoleuca","Ficedula hypoleuca","Ficedula hypoleuca","Ficedula hypoleuca","Ficedula hypoleuca","Ficedula_hypoleuca"
"123","Certhia familiaris","Certhia familiaris","Certhia familiaris","Certhia familiaris","Certhia familiaris","Certhia_familiaris"
"124","Locustella naevia","Locustella naevia","Locustella naevia","Locustella naevia","Locustella naevia","Locustella_naevia"
"125","Parus caeruleus","Cyanistes caeruleus","Parus caeruleus","Cyanistes caeruleus","Parus caeruleus","Parus_caeruleus"
"126","Parus caeruleus","Cyanistes caeruleus","Parus caeruleus","Cyanistes caeruleus","Parus caeruleus","Parus_caeruleus"
"127","Cyanistes caeruleus","Cyanistes caeruleus","Parus caeruleus","Cyanistes caeruleus","Parus caeruleus","Parus_caeruleus"
"128","Picus canus","Picus canus","Picus canus","Picus canus","Picus canus","Picus_canus"
"129","Picus canus","Picus canus","Picus canus","Picus canus","Picus canus","Picus_canus"
"130","Picus canus","Picus canus","Picus canus","Picus canus","Picus canus","Picus_canus"
"131","Crex crex","Crex crex","Crex crex","Crex crex","Crex crex","Crex_crex"
"132","Turdus viscivorus","Turdus viscivorus","Turdus viscivorus","Turdus viscivorus","Turdus viscivorus","Turdus_viscivorus"
"133","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes_coccothraustes"
"134","Hippolais icterina","Hippolais icterina","Hippolais icterina","Hippolais icterina","Hippolais icterina","Hippolais_icterina"
"135","Miliaria calandra","Emberiza calandra","Miliaria calandra","Emberiza calandra","Miliaria calandra","Miliaria_calandra"
"136","Emberiza calandra","Emberiza calandra","Miliaria calandra","Emberiza calandra","Miliaria calandra","Miliaria_calandra"
"137","Vanellus vanellus","Vanellus vanellus","Vanellus vanellus","Vanellus vanellus","Vanellus vanellus","Vanellus_vanellus"
"138","Carduelis cannabina","Linaria cannabina","Carduelis cannabina","Linaria cannabina","Carduelis cannabina","Carduelis_cannabina"
"139","Linaria cannabina","Linaria cannabina","Carduelis cannabina","Linaria cannabina","Carduelis cannabina","Carduelis_cannabina"
"140","Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","Emberiza_citrinella"
"141","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula pyrrhula","Pyrrhula_pyrrhula"
"142","Pica pica","Pica pica","Pica pica","Pica pica","Pica pica","Pica_pica"
"143","Pica pica","Pica pica","Pica pica","Pica pica","Pica pica","Pica_pica"
"144","Pica pica","Pica pica","Pica pica","Pica pica","Pica pica","Pica_pica"
"145","Pica pica","Pica pica","Pica pica","Pica pica","Pica pica","Pica_pica"
"146","Dryocopus martius","Dryocopus martius","Dryocopus martius","Dryocopus martius","Dryocopus martius","Dryocopus_martius"
"147","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalus_arundinaceus"
"148","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalus arundinaceus","Acrocephalus_arundinaceus"
"149","Apus apus","Apus apus","Apus apus","Apus apus","Apus apus","Apus_apus"
"150","Alcedo atthis","Alcedo atthis","Alcedo atthis","Alcedo atthis","Alcedo atthis","Alcedo_atthis"
"151","Jynx torquilla","Jynx torquilla","Jynx torquilla","Jynx torquilla","Jynx torquilla","Jynx_torquilla"
"152","Delichon urbica","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon_urbicum"
"153","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon_urbicum"
"154","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon_urbicum"
"155","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga_caryocatactes"
"156","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga_caryocatactes"
"157","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga_caryocatactes"
"158","Phylloscopus collybita","Phylloscopus collybita","Phylloscopus collybita","Phylloscopus collybita","Phylloscopus collybita","Phylloscopus_collybita"
"159","Phylloscopus collybita","Phylloscopus collybita","Phylloscopus collybita","Phylloscopus collybita","Phylloscopus collybita","Phylloscopus_collybita"
"160","Parus palustris","Poecile palustris","Parus palustris","Poecile palustris","Parus palustris","Parus_palustris"
"161","Poecile palustris","Poecile palustris","Parus palustris","Poecile palustris","Parus palustris","Parus_palustris"
"162","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Streptopelia_decaocto"
"163","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Streptopelia_decaocto"
"164","Caprimulgus europaeus","Caprimulgus europaeus","Caprimulgus europaeus","Caprimulgus europaeus","Caprimulgus europaeus","Caprimulgus_europaeus"
"165","Regulus ignicapillus","Regulus ignicapilla","Regulus ignicapilla","Regulus ignicapilla","Regulus ignicapilla","Regulus_ignicapilla"
"166","Regulus ignicapilla","Regulus ignicapilla","Regulus ignicapilla","Regulus ignicapilla","Regulus ignicapilla","Regulus_ignicapilla"
"167","Tyto alba","Tyto alba","Tyto alba","Tyto alba","Tyto alba","Tyto_alba"
"168","Actitis hypoleucos","Actitis hypoleucos","Actitis hypoleucos","Actitis hypoleucos","Actitis hypoleucos","Actitis_hypoleucos"
"169","Falco peregrinus","Falco peregrinus","Falco peregrinus","Falco peregrinus","Falco pelegrinoides","Falco_pelegrinoides"
"170","Falco peregrinus","Falco peregrinus","Falco peregrinus","Falco peregrinus","Falco peregrinus","Falco_peregrinus"
"171","Anas querquedula","Spatula querquedula","Anas querquedula","Spatula querquedula","Anas querquedula","Anas_querquedula"
"172","Spatula querquedula","Spatula querquedula","Anas querquedula","Spatula querquedula","Anas querquedula","Anas_querquedula"
"173","Scolopax rusticola","Scolopax rusticola","Scolopax rusticola","Scolopax rusticola","Scolopax rusticola","Scolopax_rusticola"
"174","Saxicola torquata","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola_torquatus"
"175","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola torquatus","Saxicola_torquatus"
"176","Grus grus","Grus grus","Grus grus","Grus grus","Grus grus","Grus_grus"
"177","Oriolus oriolus","Oriolus oriolus","Oriolus oriolus","Oriolus oriolus","Oriolus oriolus","Oriolus_oriolus"
"178","Oriolus oriolus","Oriolus oriolus","Oriolus oriolus","Oriolus oriolus","Oriolus oriolus","Oriolus_oriolus"
"179","Sylvia nisoria","Curruca nisoria","Sylvia nisoria","Sylvia nisoria","Sylvia nisoria","Sylvia_nisoria"
"180","Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius_excubitor"
"181","Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius_excubitor"
"182","Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius excubitor","Lanius_excubitor"
"183","Pernis apivorus","Pernis apivorus","Pernis apivorus","Pernis apivorus","Pernis apivorus","Pernis_apivorus"
"184","Circus pygargus","Circus pygargus","Circus pygargus","Circus pygargus","Circus pygargus","Circus_pygargus"
"185","Perdix perdix","Perdix perdix","Perdix perdix","Perdix perdix","Perdix perdix","Perdix_perdix"
"186","Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe_oenanthe"
"187","Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe oenanthe","Oenanthe_oenanthe"
"188","Milvus migrans","Milvus migrans","Milvus migrans","Milvus migrans","Milvus migrans","Milvus_migrans"
"189","Carduelis flammea","Acanthis flammea","Carduelis flammea","Acanthis flammea","Carduelis flammea","Carduelis_flammea"
"190","Carduelis flammea cabaret","Acanthis flammea","Carduelis flammea","Acanthis flammea","Carduelis flammea","Carduelis_flammea"
"191","Acanthis flammea","Acanthis flammea","Carduelis flammea","Acanthis flammea","Carduelis flammea","Carduelis_flammea"
"192","Carduelis flammea","Acanthis flammea","Carduelis flammea","Acanthis flammea","Carduelis hornemanni","Carduelis_hornemanni"
"193","Carduelis flammea cabaret","Acanthis flammea","Carduelis flammea","Acanthis flammea","Carduelis hornemanni","Carduelis_hornemanni"
"194","Acanthis flammea","Acanthis flammea","Carduelis flammea","Acanthis flammea","Carduelis hornemanni","Carduelis_hornemanni"
"195","Remiz pendulinus","Remiz pendulinus","Remiz pendulinus","Remiz pendulinus","Remiz macronyx","Remiz_macronyx"
"196","Remiz pendulinus","Remiz pendulinus","Remiz pendulinus","Remiz pendulinus","Remiz pendulinus","Remiz_pendulinus"
"197","Tringa ochropus","Tringa ochropus","Tringa ochropus","Tringa ochropus","Tringa ochropus","Tringa_ochropus"
"198","Luscinia megarhynchos","Luscinia megarhynchos","Luscinia megarhynchos","Luscinia megarhynchos","Luscinia megarhynchos","Luscinia_megarhynchos"
"199","Circus cyaneus","Circus cyaneus","Circus cyaneus","Circus cyaneus","Circus cyaneus","Circus_cyaneus"
"200","Circus cyaneus","Circus cyaneus","Circus cyaneus","Circus cyaneus","Circus cyaneus","Circus_cyaneus"
"201","Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Riparia_riparia"
"202","Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Riparia riparia","Riparia_riparia"
"203","Tetrao tetrix","Lyrurus tetrix","Tetrao tetrix","Lyrurus tetrix","Tetrao tetrix","Tetrao_tetrix"
"204","Lyrurus tetrix","Lyrurus tetrix","Tetrao tetrix","Lyrurus tetrix","Tetrao tetrix","Tetrao_tetrix"
"205","Anas strepera","Mareca strepera","Anas strepera","Mareca strepera","Anas strepera","Anas_strepera"
"206","Mareca strepera","Mareca strepera","Anas strepera","Mareca strepera","Anas strepera","Anas_strepera"
"207","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","Podiceps_nigricollis"
"208","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","Acrocephalus_schoenobaenus"
"209","Anas crecca","Anas crecca","Anas crecca","Anas crecca","Anas crecca","Anas_crecca"
"210","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus_trochiloides"
"211","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus_trochiloides"
"212","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus trochiloides","Phylloscopus_trochiloides"
"213","Ixobrychus minutus","Ixobrychus minutus","Ixobrychus minutus","Ixobrychus minutus","Ixobrychus minutus","Ixobrychus_minutus"
"214","Ixobrychus minutus","Ixobrychus minutus","Ixobrychus minutus","Ixobrychus minutus","Ixobrychus minutus","Ixobrychus_minutus"
"215","Chlidonias niger","Chlidonias niger","Chlidonias niger","Chlidonias niger","Chlidonias niger","Chlidonias_niger"
"216","Motacilla flava","Motacilla flava","Motacilla flava","Motacilla flava","Motacilla flava","Motacilla_flava"
"217","Motacilla flava","Motacilla flava","Motacilla flava","Motacilla flava","Motacilla flava","Motacilla_flava"
"218","Botaurus stellaris","Botaurus stellaris","Botaurus stellaris","Botaurus stellaris","Botaurus stellaris","Botaurus_stellaris"
"219","Galerida cristata","Galerida cristata","Galerida cristata","Galerida cristata","Galerida cristata","Galerida_cristata"
"220","Locustella luscinioides","Locustella luscinioides","Locustella luscinioides","Locustella luscinioides","Locustella luscinioides","Locustella_luscinioides"
"221","Dendrocopos medius","Leiopicus medius","Dendrocopos medius","Leiopicus medius","Dendrocopos medius","Dendrocopos_medius"
"222","Leiopicus medius","Leiopicus medius","Dendrocopos medius","Leiopicus medius","Dendrocopos medius","Dendrocopos_medius"
"223","Bonasa bonasia","Tetrastes bonasia","Bonasa bonasia","Bonasa bonasia","Bonasa bonasia","Bonasa_bonasia"
"224","Tetrao urogallus","Tetrao urogallus","Tetrao urogallus","Tetrao urogallus","Tetrao urogallus","Tetrao_urogallus"
"225","Turdus torquatus","Turdus torquatus","Turdus torquatus","Turdus torquatus","Turdus torquatus","Turdus_torquatus"
"226","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","Podiceps_grisegena"
"227","Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Corvus_frugilegus"
"228","Anas clypeata","Spatula clypeata","Anas clypeata","Spatula clypeata","Anas clypeata","Anas_clypeata"
"229","Spatula clypeata","Spatula clypeata","Anas clypeata","Spatula clypeata","Anas clypeata","Anas_clypeata"
